original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Label
9.0,94.0,268292.0,2.1473837093075816,29.5,2.620955329895057,131.0,23.132154006243496,58.45161290322581,60.0,4.0,127.0,16.959630911188004,65.7821428852895,-0.11463461486652682,268292.0,0.2684703433922997,910.6992715920917,8.873511904761905,82.41889230776994,4.902023919503135,6.121677374653565,0.6934523809523809,0.7381813782423537,0.44146825396825395,1.1113843306967883,0.48431201184177375,0.8212632275132274,0.8044642857142857,0.9822796010296011,0.9414328231292517,-0.6886515544992661,0.9543126589456351,0.22098214285714285,2.716269841269841,0.22193582294028724,2.522536337386585,0.9392363645939864,0.37003968253968256,5.432539682539682,1.9045255175492508,1.7037824389014866,3.367874295935545,23.548387096774192,0.3798126951092612,0.5286160249739854,16.64516129032258,1.4289802289281996,9.951612903225806,3.4516129032258065,28.919354838709676,1.3927643369175629,0.2683736559139785,0.5663082437275986,6.338709677419355,0.10015432098765432,15.596309739866909,0.2760485962025812,1.378398208358589,10.149331204186014,1.3464268036863318,12.52833764466024,0.4323924231048494,0.25227541575497,2.4720493763884983,48.26086051728066,0.8534780560143724,0.9112903225806451,0.14084438953573128,0.938284628965635,9.579470923954673,0.2321374938047182,12.804878048780488,0.3123140987507436,1.1171921475312314,11.170731707317072,3.658536585365854,25.048780487804876,1.8999932249322493,0.17518292682926828,21.682926829268293,0.5288518738845925,0.7497035907859079,8.738863482384824,0.10882245558566697,3.092478310944465,0.6612903225806451,1.37180249851279,0.173653715064758,0.3650637880274779,2.722251097606885,0.0225358889149967,3.8313782991202348,pituitary_tumor
20.8,111.80000000000001,265049.0,2.2534905225132977,32.0,3.1543334778898395,145.0,26.420555555555552,57.016666666666666,48.5,5.0,140.0,17.611979166666668,66.46415073807333,0.9645104067649237,265049.0,0.24833333333333332,1166.583055555555,9.619444444444444,95.24852658750572,11.194821844993147,5.733533950617285,1.902777777777778,0.5106544161973452,0.9361111111111111,1.4655987157975434,0.8042746913580247,0.6635416666666667,0.6286111111111111,0.954725975975976,0.8821263227513227,-0.38710169402301436,0.8545828715237385,0.369020061728395,2.936111111111111,0.1590162037037037,3.0463918804873873,0.722075825114318,0.2534722222222222,5.872222222222222,2.41816505752565,1.9090779320987654,3.4769522488160947,25.033333333333335,0.4172222222222222,0.54,14.9,1.949722222222222,9.883333333333333,3.1,31.483333333333334,0.6612962962962963,0.26562962962962966,0.632986111111111,5.627430555555557,0.19198302469135803,13.67230272370772,0.246545589544692,1.9580415661923611,9.802171093930683,1.2701342665660238,12.69849763387899,0.32240447058218885,0.2716342867566973,2.5871226518530834,48.18998604725634,0.8648408037435371,0.9249999999999999,0.09309734960752135,0.9431501940422546,9.174243305097454,0.2601288253207423,10.727272727272727,0.24380165289256198,1.9256198347107438,9.363636363636363,2.3181818181818183,23.522727272727273,0.5357575757575758,0.29123737373737374,25.227272727272727,0.5733471074380165,0.7848800505050505,6.727430555555556,0.24632856341189677,3.234882667577031,0.7333333333333333,0.45867768595041325,0.8539644012944986,0.11369019422074844,9.224115651837874,0.09297286522633744,1.49126213592233,pituitary_tumor
13.0,95.8,326019.0,2.129386453088716,50.0,1.8925891501127878,119.0,27.33169971040321,62.25373134328358,70.0,8.0,111.0,23.596938775510203,69.75639916079813,-0.33132491981366524,326019.0,0.25551347738917357,990.4281577188682,8.731837606837606,72.89190938755274,-0.4887554025596438,6.91071223580381,0.8901098901098903,0.7420017684051486,0.49389499389499386,1.2095296745090818,0.6191020348529506,0.8094729344729343,0.7926739926739925,0.9702141619757472,0.9264310425024711,-0.7026338380757131,0.9592973515595755,0.2380189255189255,2.6713980463980462,0.2423824394978241,2.433614168944747,0.9835546972356586,0.3923992673992674,5.3427960927960925,2.0993650846956635,1.9502055314784252,3.491083865670518,26.28358208955224,0.392292269993317,0.7823568723546448,17.119402985074625,1.6564936511472488,10.567164179104477,3.626865671641791,30.62686567164179,1.662189054726368,0.291334991708126,0.6272802653399668,7.344838308457711,0.13188124769670168,15.524707075001064,0.253381212136258,1.6065867379177827,10.799809431760288,1.332647534510283,13.342381189973263,0.44306330254884696,0.2735781926510216,2.484800136562014,52.894377271265114,0.8626207285133521,0.914179104477612,0.1339531780394787,0.9420042091115923,10.297618837300256,0.2477741901714305,11.680851063829786,0.24852874603893163,1.4603893164327748,11.51063829787234,3.127659574468085,25.914893617021278,1.4554964539007091,0.2220449172576832,28.74468085106383,0.6115889542779538,0.809683625223139,9.692514594490278,0.1560031107103992,3.110405526805268,0.7014925373134329,1.0955183340878225,0.468905472636816,0.17771883289124668,3.2649204392239968,0.07128691583295374,1.2682253472521785,pituitary_tumor
40.8,103.80000000000001,332885.0,2.2012576881590538,31.0,3.004866192776751,131.0,19.33585798816568,67.27692307692308,65.0,19.0,112.0,13.053440984236833,71.56331247439356,0.45600722757824214,332885.0,0.2473372781065089,595.1233136094676,11.075,33.948387962962954,3.375148148148148,3.9447222222222225,0.6583333333333334,0.6723769651401229,0.5083333333333333,1.1766590919087097,0.3680555555555556,0.7708333333333333,0.7608333333333334,0.9828153153153154,0.9300595238095237,-0.5292081375643813,0.895076301928661,0.3770833333333333,3.195833333333333,0.22750000000000004,2.514112351151555,0.8877014558021634,0.35833333333333334,6.391666666666666,2.080779017818222,1.150763888888889,3.168167144218116,31.523076923076925,0.4849704142011834,0.3100591715976332,16.076923076923077,1.2889940828402366,11.430769230769231,2.4461538461538463,26.076923076923077,0.37646153846153846,0.16523076923076924,0.6726495726495726,7.905982905982906,0.12097008547008548,15.126662310333401,0.24690992099847323,1.3065385271800691,11.492571078869693,1.1937480820111748,13.460947204427697,0.19489037928664227,0.16675495139688074,2.433316311227274,54.716788471850364,0.8922819102691653,0.9423076923076923,0.06554945067030853,0.9561167135591371,11.018691983727914,0.16085952793992306,12.04,0.2408,1.3716000000000002,11.74,2.02,21.58,0.32966666666666666,0.17236666666666667,30.28,0.6056,0.80125,9.505,0.14710416666666667,3.0337863204943627,0.7692307692307693,0.33,0.2138830162085976,0.3212520593080725,2.7391058571058564,0.01828829211551105,3.734569045412419,pituitary_tumor
38.2,88.0,344169.0,1.8998254204052607,31.0,2.669390436833099,120.0,16.89627255861022,63.5974025974026,64.0,21.0,99.0,12.403225806451612,66.85601897157258,0.09288541095706512,344169.0,0.3013998988024962,425.0976555911621,10.00297619047619,16.138220926482187,1.276680327848364,2.637640936004031,0.5049603174603174,0.6535084412345784,0.5049603174603174,0.9562853612235565,0.23524108717561099,0.7475198412698413,0.7475198412698413,0.9805784493284493,0.915839947089947,-0.4212616926712985,0.8520452606111789,0.5049603174603174,3.0679563492063493,0.1753413170823885,2.7583237757882673,0.8211530252245669,0.2857142857142857,6.135912698412698,2.2533634583279505,0.7856503133660871,2.963388892191417,36.324675324675326,0.4717490301905886,0.32787991229549673,23.207792207792206,0.8284702310676336,10.142857142857142,2.5584415584415585,27.727272727272727,0.33435064935064934,0.16155122655122656,0.6536796536796537,6.338383838383838,0.12175845759179091,21.579126984126987,0.2986336041824137,0.8458212081128748,10.072896825396825,1.2063095238095238,12.417182539682539,0.18759168871252205,0.16484201940035273,2.224598181959207,63.84531746031746,0.8827064310909549,0.9383116883116883,0.06844270282186948,0.952390873015873,9.55031746031746,0.15940261794532629,16.689655172413794,0.2877526753864447,0.9134958382877527,9.810344827586206,2.086206896551724,22.189655172413794,0.29636973180076626,0.177595785440613,33.48275862068966,0.5772889417360285,0.7859195402298851,7.50095785440613,0.15242550021285653,2.913257072378065,0.7532467532467533,0.32372175980975026,0.44598155467720685,0.1706056129985229,2.5249631496803575,0.022953287787155212,1.3271103896103895,pituitary_tumor
48.8,96.2,394441.0,1.56411857836684,32.0,2.918412827441785,132.0,17.11405166981726,72.73913043478261,76.0,23.0,109.0,12.89190082644628,75.60777891119443,-0.18953626780623942,394441.0,0.39214450745641677,425.55513547574037,10.62222222222222,6.602133137954635,-0.09151295837674756,1.6409509233751658,0.40303030303030307,0.587736886434888,0.3474747474747475,0.9715117282763812,0.27645750433629224,0.8355218855218856,0.8318181818181818,0.9893325143325143,0.9513528138528138,-0.3552674991616366,0.7616993084577645,0.29886363636363633,3.204040404040404,0.267482399755127,2.275236945960887,0.7098498921703028,0.41666666666666663,6.4080808080808085,1.879015323426044,0.5109953066013673,3.080278580866682,23.782608695652176,0.3446754883427851,0.7288384793110692,27.057971014492754,0.6469229153539172,12.246376811594203,4.333333333333333,50.91304347826087,0.4425322061191626,0.11423107890499194,0.4907407407407408,6.059983896940419,0.06425008946144212,23.924694249284414,0.3905025380114322,0.682497701042255,12.297150663544105,1.413573380171741,17.27580991412959,0.1560151980874317,0.11630812787318935,2.064087675917787,49.09268149882904,0.8011491688406976,0.8876811594202899,0.14331437911991815,0.9148974867724868,11.313263021510974,0.1077458993805476,15.0,0.375,0.8400000000000001,12.4,5.025,57.325,0.5289930555555555,0.1265625,18.0,0.45,0.6930169753086419,8.537673611111112,0.0961822970250343,3.046039033895924,0.5797101449275363,2.0493750000000004,0.24660852713178294,0.20333988212180745,2.7144639919634925,0.01531363422818452,2.2342502218278613,pituitary_tumor
9.0,107.8,489799.0,2.350923579402939,71.0,1.9504482336984603,146.0,34.94739276216903,60.69892473118279,68.0,6.0,140.0,29.810650887573967,72.57172944045425,0.15546618466313614,489799.0,0.2214128801017459,1582.2964504567003,10.728296703296703,213.0468940527105,11.20200845839343,10.111216741134323,1.1995421245421247,0.785753913256835,0.6543040293040292,1.3964334272426802,0.7247793811804801,0.7459233821733822,0.7250188536953243,0.9713963963963963,0.9153375196232338,-0.5618831658527431,0.9564009608053542,0.3287583943833944,2.887774725274725,0.13654585798816568,3.324290569300198,0.9489670203378386,0.2747252747252747,5.77554945054945,2.7621669863886846,2.827689716419112,3.625290529307425,38.54838709677419,0.4144987859868193,0.6863221181639496,20.591397849462364,2.4594750838247195,11.13978494623656,3.3225806451612905,36.903225806451616,1.6049999999999998,0.3602389486260454,0.6478494623655914,7.421445639187573,0.1799394331607593,19.042708761058645,0.2220846423978513,2.3567433285186072,11.149468220787139,1.2910445207610088,14.353050692448393,0.5037775446458814,0.3465217995604885,2.673666495446093,74.50821543668421,0.8682273941288695,0.9220430107526882,0.11283099572163946,0.9454531362979969,10.561892689465894,0.31903250602665445,15.35820895522388,0.2292269993316997,2.014702606371129,11.104477611940299,2.701492537313433,31.34328358208955,1.1722056384742952,0.30410862354892204,42.1044776119403,0.6284250389841836,0.8177611940298507,9.394253731343284,0.2097546123548922,3.1485649466159074,0.7204301075268817,0.7747828024058812,0.8130040322580647,0.1153130812151271,5.932363857699263,0.07493024448928358,1.6045540796963946,pituitary_tumor
11.0,88.0,278609.0,2.2531830040159706,56.0,2.2665149095570625,133.0,26.156378600823043,49.666666666666664,49.0,4.0,129.0,20.403313609467457,58.64825047646875,0.3236363792136718,278609.0,0.22755677488187773,972.8395061728395,6.912373737373738,50.438588855700125,3.5718261546183188,4.4438220589735735,1.1707070707070706,0.5936883239487442,0.6363636363636365,1.3465012455081327,0.6541046831955923,0.7508754208754208,0.7317231134878194,0.9724278124278124,0.9175613275613277,-0.45286620642044906,0.9072126777219187,0.33287563131313125,2.4565656565656564,0.159874375063769,3.061365790906422,0.8756440801220916,0.27929292929292926,4.913131313131313,2.436564010579355,1.4036322824201612,3.53700766283374,32.95061728395062,0.40679774424630394,0.5078494131992074,18.432098765432098,1.7552202408169486,8.160493827160494,3.123456790123457,23.22222222222222,1.2798182441700963,0.39847393689986293,0.6200274348422496,5.43758573388203,0.24424820911446424,16.931045276045275,0.2264863575940672,1.7872204470179307,8.251262705012705,1.2670556133056132,10.13582264957265,0.5041955942320525,0.3973480375407459,2.6058936093043847,64.23857068607069,0.8579724349069203,0.9228395061728395,0.08991443996071075,0.9407436041811043,7.8289215176715174,0.37199167055677473,12.89655172413793,0.22235434007134364,1.9004161712247325,8.5,2.4310344827586206,19.120689655172413,0.9626197318007663,0.39820402298850577,32.6551724137931,0.5630202140309156,0.7763409961685824,6.917624521072797,0.3068553107705407,3.331429192568115,0.7160493827160493,0.48067776456599287,0.7386058981233244,0.147005444646098,5.764148433987511,0.04454262613870171,2.183783783783784,pituitary_tumor
37.6,113.0,382463.0,2.284342021241915,37.5,3.9488538912999065,165.0,26.826019157941634,67.59701492537313,55.0,14.0,151.0,18.2716049382716,75.5539739859832,1.0952377280430283,382463.0,0.23591000222766761,1139.0465582535085,12.872596153846153,158.7563203359957,18.692330361714838,6.263352132642997,2.1834935897435894,0.4127715600763188,1.0200320512820513,1.5743417419814574,1.0636993548652203,0.6328525641025641,0.6019183634992459,0.961594129005889,0.8868401563714065,-0.525164104301157,0.9246919762812696,0.45303040420227914,3.4266826923076925,0.13221153846153846,3.1293970990774986,0.8907766676059601,0.22796474358974358,6.853365384615385,2.1918394196136717,2.111711430596647,3.220807786373287,33.80597014925373,0.5045667186455781,0.3626642904878592,15.805970149253731,1.8311427934952105,12.417910447761194,2.373134328358209,35.37313432835821,0.306732917047416,0.1757521068128744,0.7230514096185737,7.939469320066335,0.14887326406516174,14.840537240537241,0.23373333558315246,1.7920779392657513,12.18131313131313,1.1778929403929403,15.071681096681097,0.1973806555390314,0.1803010244983034,2.523973551901378,57.42366244866245,0.9022029288991493,0.9477611940298507,0.06014853555042533,0.9601563945313946,11.500387806637807,0.1765455200303025,12.132075471698114,0.22890708437166252,1.6475614097543607,11.339622641509434,1.9811320754716981,27.62264150943396,0.29046239250417144,0.19680539511402048,35.905660377358494,0.6774652901388395,0.8497117400419287,8.962395178197065,0.18204458967374512,2.984249263529485,0.7910447761194029,0.38305446778212887,0.5915880503144655,0.1335548172757475,8.227736746490349,0.06969274811063862,1.8480148278216757,pituitary_tumor
57.8,97.0,432181.0,1.5354264560862494,16.0,4.4215710566228505,134.0,11.69712245326612,77.46376811594203,77.0,42.0,92.0,7.338647959183673,79.14223116404533,0.6264626441104939,432181.0,0.4139886578449906,262.85738290275145,6.063311688311689,6.156700071518706,0.03208700794904118,1.4590841625906559,0.7967532467532467,0.28534236485863185,0.6558441558441558,1.1576016503098776,0.3325906560971496,0.6955627705627705,0.6861688311688312,0.9704769368562471,0.8940476190476191,-0.2195654675745372,0.6701527269532604,0.5325487012987012,2.4279220779220783,0.19787927981109804,2.635736547011369,0.5383555530293408,0.3168831168831169,4.8558441558441565,1.9146513793062943,0.5639593523359757,2.64229688347335,32.94202898550725,0.4774207099348876,0.3936147868094938,28.565217391304348,0.516698172652804,7.550724637681159,2.536231884057971,17.492753623188406,0.5307729468599034,0.19421900161030595,0.6964573268921095,5.709339774557166,0.12126319556271248,26.879671414302944,0.4135833931326686,0.5223252867180092,7.627935807973122,1.194313790220973,8.83577218412806,0.23664698552466742,0.19209261934600086,1.838148445292218,57.98530935016476,0.891078959351779,0.9420289855072463,0.06544684844911046,0.9557618302225346,7.343337825045497,0.18203909724577866,22.40740740740741,0.4149519890260631,0.5339506172839505,7.944444444444445,1.9444444444444444,13.87037037037037,0.3963168724279835,0.1828395061728395,34.333333333333336,0.6358024691358025,0.8256172839506173,6.915637860082305,0.13918667123914039,2.4120230479786753,0.782608695652174,0.3117283950617284,0.4662162162162163,0.14285714285714285,3.065742042388546,0.016474434490379258,1.1989459815546772,pituitary_tumor
